nationality,arrival_airport_iata,departure_airport_iata,departure_year,departure_month,departure_day,departure_date,arrival_airport_description,departure_airport_description,arrival_city,departure_city,arrival_country_code,departure_country_code,arrival_country,departure_country,zone,entries,investigated,alarms,document_type,gender,age_group,transit_flag,airline,flight_number,control_outcome,operator_notes,risk_code,Tipo Documento,FASCIA ETA
ALB,MXP,JFK,2023,01,14,2024-01-14 18:15:00,MALPENSA,JOHN F KENNEDY INTERNATIONAL,MILANO,NEW YORK,ITA,USA,ITALIA,STATI UNITI,2,1,1,0,N.D.,F,61+,SINGOLA TRATTA,AMERICAN AIRLINES,AA0198,SEGNALATO,,,N.D.,61+
ALB,MXP,TIA,2024,01,16,2024-01-16 06:20:00,MALPENSA,RINAS MOTHER TERESA,MILANO,TIRANA,ITA,ALB,ITALIA,ALBANIA,2,158,158,12,VISTO,M,0-17,SINGOLA TRATTA,WIZZ AIR MALTA,W46607,,,,VISTO,0-17
ALB,BRI,TIA,2024,02,13,2024-02-13 11:35:00,PALESE,RINAS MOTHER TERESA,BARI,TIRANA,ITA,ALB,ITALIA,ALBANIA,9,53,53,4,N.D.,F,31-45,SINGOLA TRATTA,WIZZ AIR MALTA,W46601,RESPINTO,,,N.D.,31-45
ALB,CIA,STN,2023,01,21,2024-01-21 12:20:00,CIAMPINO,STANSTED,ROMA,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,5,1,1,0,N.D.,F,18-30,SINGOLA TRATTA,RYANAIR DAC,FR2510,RESPINTO,,,N.D.,18-30
ALB,CTA,TIA,2024,02,28,2024-02-28 13:05:00,FONTANAROSSA,RINAS MOTHER TERESA,CATANIA,TIRANA,ITA,ALB,ITALIA,ALBANIA,7,42,42,4,N.D.,M,18-30,SINGOLA TRATTA,WIZZ AIR MALTA,W46605,FERMATO,,,N.D.,18-30
ALB,FCO,JFK,2023,02,7,2024-02-07 19:45:00,FIUMICINO,JOHN F KENNEDY INTERNATIONAL,ROMA,NEW YORK,ITA,USA,ITALIA,STATI UNITI,5,1,1,0,PERMESSO DI SOGGIORNO,M,31-45,SINGOLA TRATTA,DELTA AIR LINES,DL0230,,,,PERMESSO DI SOGGIORNO,31-45
ARE,BGY,DXB,2024,02,6,2024-02-06 18:00:00,ORIO AL SERIO,DUBAI INTERNATIONAL,BERGAMO,DUBAI,ITA,ARE,ITALIA,EMIRATI ARABI UNITI,2,1,1,0,VISTO,N.D.,N.D.,SINGOLA TRATTA,FLY DUBAI,FZ1571,OK,,,VISTO,N.D.
ALB,PSA,TIA,2024,02,28,2024-02-28 16:15:00,GALILEO GALILEI,RINAS MOTHER TERESA,PISA,TIRANA,ITA,AL,ITALIA,ALBANIA,8,129,129,19,N.D.,M,18-30,SINGOLA TRATTA,WIZZ AIR MALTA,W46649,RESPINTO,,,N.D.,18-30
ALB,MXP,LGW,2024,02,18,2024-02-18 19:55:00,MALPENSA,LONDON GATWICK,MILANO,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,2,1,1,0,,F,N.D.,SINGOLA TRATTA,EASYJET EUROPE,EC8313,IN ATTESA,,,PERMESSO DI SOGGIORNO,N.D.
ALB,LIN,LHR,2024,02,27,2024-02-27 15:00:00,LINATE,LONDON HEATHROW,MILANO,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,2,1,1,0,N.D.,F,31-45,SINGOLA TRATTA,BRITISH AIRWAYS,BA0568,RESPINTO,,,N.D.,31-45
ALB,CIA,MAN,2024,02,22,2024-02-22 11:35:00,CIAMPINO,MANCHESTER,ROMA,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,5,7,7,0,PERMESSO DI SOGGIORNO,F,46-60,SINGOLA TRATTA,RYANAIR DAC,FR3206,,,,PERMESSO DI SOGGIORNO,46-60
ALB,MXP,JFK,2024,01,28,2024-01-28 19:40:00,MALPENSA,JOHN F KENNEDY INTERNATIONAL,MILANO,NEW YORK,ITA,USA,ITALIA,STATI UNITI,2,1,1,0,CARTA D'IDENTITÀ,M,46-60,SINGOLA TRATTA,DELTA AIR LINES,DL0184,,,,CARTA D'IDENTITÀ,46-60
ALB,BGY,STN,2024,02,28,2024-02-28 07:15:00,ORIO AL SERIO,STANSTED,BERGAMO,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,2,,,0,N.D.,F,0-17,SINGOLA TRATTA,RYANAIR DAC,FR2696,IN ATTESA,,,N.D.,0-17
ALB,BRI,TIA,2024,01,28,2024-01-28 20:55:00,PALESE,RINAS MOTHER TERESA,BARI,TIRANA,ITA,ALB,ITALIA,ALBANIA,9,17,17,6,PASSAPORTO,F,61+,SINGOLA TRATTA,WIZZ AIR MALTA,W46647,,,,PASSAPORTO,61+
ALB,PSR,TIA,2024,01,16,,LIBERI,RINAS MOTHER TERESA,PESCARA,TIRANA,ITA,ALB,ITALIA,ALBANIA,9,78,78,13,VISTO,F,N.D.,SINGOLA TRATTA,WIZZ AIR MALTA,,OK,,,VISTO,N.D.
ALB,CTA,TIA,2024,02,8,2024-02-08 08:10:00,FONTANAROSSA,RINAS MOTHER TERESA,CATANIA,TIRANA,ITA,ALB,ITALIA,ALBANIA,7,37,37,,CARTA D'IDENTITÀ,M,46-60,SINGOLA TRATTA,WIZZ AIR MALTA,W46605,RESPINTO,,,CARTA D'IDENTITÀ,46-60
ALB,BLQ,MLE,2024,01,10,2024-01-10 14:40:00,GUGLIELMO MARCONI,MALE INTERNATIONAL,BOLOGNA,MALE,ITA,MDV,ITALIA,MALDIVE,8,1,1,0,PERMESSO DI SOGGIORNO,F,N.D.,SINGOLA TRATTA,BRITISH AIRWAYS,BA0544,OK,,,PERMESSO DI SOGGIORNO,N.D.
ALB,FCO,TIA,2024,02,19,2024-02-19 21:10:00,FIUMICINO,RINAS MOTHER TERESA,ROMA,TIRANA,ITA,ALB,ITALIA,ALBANIA,5,50,,,VISTO,M,31-45,SINGOLA TRATTA,WIZZ AIR MALTA,W46691,,,,VISTO,31-45
ALB,MXP,DXB,2024,01,31,2024-01-31 09:05:00,MALPENSA,DUBAI INTERNATIONAL,MILANO,DUBAI,ITA,ARE,ITALIA,EMIRATI ARABI UNITI,2,1,1,0,,F,61+,SINGOLA TRATTA,EMIRATES,EK0205,IN ATTESA,,,N.D.,61+
ALB,BLQ,BOS,2023,01,4,2024-01-04 17:35:00,GUGLIELMO MARCONI,LOGAN INTERNATIONAL,BOLOGNA,BOSTON,ITA,USA,ITALIA,STATI UNITI,8,1,1,0,CARTA D'IDENTITÀ,,31-45,SINGOLA TRATTA,TURKISH AIRLINES,TK 1325,,,,CARTA D'IDENTITÀ,31-45
ALB,MXP,PRN,2024,01,30,2024-01-30 21:10:00,MALPENSA,PRISHTINA INTERNATIONAL,MILANO,PRISTINA,ITA,RKS,ITALIA,COSSOVO,2,4,4,2,CARTA D'IDENTITÀ,F,18-30,SINGOLA TRATTA,,W45554,SEGNALATO,,,CARTA D'IDENTITÀ,18-30
ALB,MXP,TIA,2024,01,6,2024-01-06 19:50:00,MALPENSA,RINAS MOTHER TERESA,MILANO,TIRANA,ITA,ALB,ITALIA,ALBANIA,2,82,83,0,VISTO,M,N.D.,SINGOLA TRATTA,WIZZ AIR MALTA,W46609,IN ATTESA,,,VISTO,N.D.
ALB,VCE,LHR,2024,01,13,,VENEZIA MARCO POLO,LONDON HEATHROW,VENEZIA,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,4,2,2,0,CARTA D'IDENTITÀ,M,18-30,SINGOLA TRATTA,BRITISH AIRWAYS,BA0596,RESPINTO,,,CARTA D'IDENTITÀ,18-30
ALB,LIN,LGW,2024,01,14,2024-01-14 10:35:00,LINATE,LONDON GATWICK,MILANO,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,2,1,1,0,VISTO,F,0-17,SINGOLA TRATTA,EASYJET,U28283,FERMATO,,,VISTO,0-17
ALB,PSA,TIA,2024,02,13,2024-02-13 07:10:00,GALILEO GALILEI,RINAS MOTHER TERESA,PISA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8,119,119,12,VISTO,F,31-45,SINGOLA TRATTA,WIZZ AIR MALTA,W43853,SEGNALATO,,,VISTO,31-45
ALB,BGY,TIA,2024,01,15,2024-01-15 12:10:00,ORIO AL SERIO,RINAS MOTHER TERESA,BERGAMO,TIRANA,ITA,ALB,ITALIA,ALBANIA,2,105,105,14,N.D.,M,N.D.,SINGOLA TRATTA,WIZZ AIR MALTA,W43885,FERMATO,,,N.D.,N.D.
ALB,PSA,TIA,2024,01,28,2024-01-28 21:50:00,GALILEO GALILEI,RINAS MOTHER TERESA,PISA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8,49,49,12,,M,0-17,SINGOLA TRATTA,RYANAIR DAC,FR8391,,,,CARTA D'IDENTITÀ,0-17
ALB,BLQ,MLE,2024,01,11,2024-01-11 08:55:00,GUGLIELMO MARCONI,MALE INTERNATIONAL,BOLOGNA,MALE,ITA,MDV,ITALIA,MALDIVE,8,1,1,1,PASSAPORTO,F,46-60,SINGOLA TRATTA,EMIRATES,EK0093,SEGNALATO,,,PASSAPORTO,46-60
ALB,BGY,TIA,2024,01,2,2024-01-02 12:30:00,ORIO AL SERIO,RINAS MOTHER TERESA,BERGAMO,TIRANA,ITA,ALB,ITALIA,ALBANIA,2,61,61,18,CARTA D'IDENTITÀ,M,46-60,SINGOLA TRATTA,ALBAWINGS,2B0233,FERMATO,,,CARTA D'IDENTITÀ,46-60
,MXP,SSH,2024,01,7,2024-01-07 19:20:00,MALPENSA,SHARM EL-SHEIKH INTERNATIONAL,MILANO,SHARM EL SHEIKH,ITA,EGY,ITALIA,EGITTO,2,2,2,2,N.D.,F,61+,SINGOLA TRATTA,WIZZ AIR MALTA,W4 5608,SEGNALATO,,,N.D.,61+
AFG,FCO,LGW,2024,01,20,2024-01-20 09:20:00,FIUMICINO,LONDON GATWICK,ROMA,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,5,2,2,0,N.D.,F,0-17,SINGOLA TRATTA,VUELING AIRLINES,VY6229,,,,N.D.,0-17
ALB,MXP,TIA,2024,02,27,2024-02-27 19:50:00,MALPENSA,RINAS MOTHER TERESA,MILANO,TIRANA,ITA,ALB,ITALIA,ALBANIA,2,83,83,11,N.D.,M,61+,SINGOLA TRATTA,WIZZ AIR MALTA,W46609,,,,N.D.,61+
ALB,PSR,TIA,2024,01,2,2024-01-02 11:15:00,LIBERI,RINAS MOTHER TERESA,PESCARA,TIRANA,ITA,ALB,ITALIA,ALBANIA,9,91,91,15,N.D.,F,0-17,SINGOLA TRATTA,WIZZ AIR MALTA,W4-3863,FERMATO,,,N.D.,0-17
ALB,BLQ,TIA,2024,01,8,2024-01-08 19:55:00,GUGLIELMO MARCONI,RINAS MOTHER TERESA,BOLOGNA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8,119,119,24,PERMESSO DI SOGGIORNO,M,46-60,SINGOLA TRATTA,WIZZ AIR MALTA,,OK,,,PERMESSO DI SOGGIORNO,46-60
ALB,PSA,TIA,2024,01,4,2024-01-04 13:20:00,GALILEO GALILEI,RINAS MOTHER TERESA,PISA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8,96,99,17,PASSAPORTO,M,N.D.,SINGOLA TRATTA,WIZZ AIR MALTA,W46679,IN ATTESA,,,PASSAPORTO,N.D.
ALB,FCO,BKK,2024,01,27,2024-01-27 14:40:00,FIUMICINO,SUVARNABHUMI INTERNATIONAL,ROMA,BANGKOK,ITA,THA,ITALIA,THAILANDIA,5,1,1,0,N.D.,M,61+,SINGOLA TRATTA,ETIHAD AIRWAYS,EY0083,OK,,,N.D.,61+
ALB,MXP,STN,2024,01,23,2024-01-23 21:50:00,MALPENSA,STANSTED,MILANO,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,2,1,1,0,N.D.,F,N.D.,SINGOLA TRATTA,RYANAIR DAC,FR8719,FERMATO,,,N.D.,N.D.
ALB,FCO,TIA,2024,02,15,2024-02-15 05:35:00,FIUMICINO,RINAS MOTHER TERESA,ROMA,TIRANA,ITA,AL,ITALIA,ALBANIA,5,29,29,7,CARTA D'IDENTITÀ,F,46-60,SINGOLA TRATTA,ITA AIRWAYS,AZ0507,FERMATO,,,CARTA D'IDENTITÀ,46-60
ALB,TRS,TIA,2024,01,27,2024-01-27 16:20:00,RONCHI DEI LEGIONARI,RINAS MOTHER TERESA,TRIESTE,TIRANA,ITA,ALB,ITALIA,ALBANIA,4,78,78,11,N.D.,F,31-45,SINGOLA TRATTA,WIZZ AIR MALTA,W44835,OK,,,N.D.,31-45
ALB,MXP,JED,2024,01,2,2024-01-02 19:40:00,MALPENSA,KING ABDULAZIZ INTERNATIONAL,MILANO,JEDDAH,ITA,SAU,ITALIA,ARABIA SAUDITA,2,1,1,1,CARTA D'IDENTITÀ,F,31-45,SINGOLA TRATTA,WIZZ AIR MALTA,W45692,FERMATO,,,CARTA D'IDENTITÀ,31-45
ALB,CIA,STN,2024,01,9,2024-01-09 06:00:00,CIAMPINO,STANSTED,ROMA,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,5,2,2,0,PERMESSO DI SOGGIORNO,N.D.,46-60,SINGOLA TRATTA,RYANAIR DAC,FR2455,RESPINTO,,,PERMESSO DI SOGGIORNO,46-60
ALB,BGY,DXB,2023,01,27,2024-01-27 18:00:00,ORIO AL SERIO,DUBAI INTERNATIONAL,BERGAMO,DUBAI,ITA,ARE,ITALIA,EMIRATI ARABI UNITI,2,4,4,1,N.D.,F,61+,SINGOLA TRATTA,FLY DUBAI,FZ1571,FERMATO,,,N.D.,61+
ALB,BGY,SAW,2024,01,14,2024-01-14 13:15:00,ORIO AL SERIO,SABIHA GOKCEN,BERGAMO,ISTANBUL,ITA,TUR,ITALIA,TURCHIA,2,1,1,0,VISTO,F,N.D.,SINGOLA TRATTA,PEGASUS AIRLINES,PC1213,RESPINTO,,,VISTO,N.D.
ALB,FCO,HND,2024,02,21,2024-02-21 12:35:00,FIUMICINO,TOKYO INTERNATIONAL (HANEDA),ROMA,TOKYO,ITA,JPN,ITALIA,GIAPPONE,5,1,0,0,PASSAPORTO,F,61+,SINGOLA TRATTA,CHINA EASTERN AIRLINES,MU0787,IN ATTESA,,,PASSAPORTO,61+
ALB,FCO,LGW,2024,02,15,2024-02-15 16:40:00,FIUMICINO,LONDON GATWICK,ROMA,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,5,1,1,0,PASSAPORTO,F,0-17,SINGOLA TRATTA,EASYJET,U28329,RESPINTO,,,PASSAPORTO,0-17
ALB,TSF,TIA,2024,02,24,2024-02-24 15:25:00,TREVISO-SANT'ANGELO,RINAS MOTHER TERESA,TREVISO,TIRANA,ITA,ALB,ITALIA,ALBANIA,4,75,75,14,N.D.,F,61+,SINGOLA TRATTA,WIZZ AIR MALTA,W44809,,,,N.D.,61+
ALB,BLQ,LTN,2024,02,16,2024-02-16 17:05:00,GUGLIELMO MARCONI,LONDON LUTON,BOLOGNA,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,8,2,2,1,N.D.,,31-45,SINGOLA TRATTA,RYANAIR DAC,FR3406,RESPINTO,,,N.D.,31-45
,PSA,TIA,2023,01,7,,GALILEO GALILEI,RINAS MOTHER TERESA,PISA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8,104,104,18,PERMESSO DI SOGGIORNO,M,18-30,SINGOLA TRATTA,RYANAIR DAC,FR8391,OK,,,PERMESSO DI SOGGIORNO,18-30
AFG,BGY,KBL,2024,01,6,2024-01-06 05:55:00,ORIO AL SERIO,KHWAJA RAWASH,BERGAMO,KABUL,ITA,AFG,ITALIA,AFGHANISTAN,2,1,1,1,CARTA D'IDENTITÀ,M,18-30,SINGOLA TRATTA,FLY DUBAI,N.D.,SEGNALATO,,,CARTA D'IDENTITÀ,18-30
ALB,PSA,TIA,2024,01,19,2024-01-19 11:20:00,GALILEO GALILEI,RINAS MOTHER TERESA,PISA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8,180,180,22,PERMESSO DI SOGGIORNO,F,0-17,SINGOLA TRATTA,WIZZ AIR MALTA,W43853,SEGNALATO,,,PERMESSO DI SOGGIORNO,0-17
ALB,FCO,TIA,2024,01,3,2024-01-03 06:10:00,FIUMICINO,RINAS MOTHER TERESA,ROMA,TIRANA,ITA,ALB,ITALIA,ALBANIA,5,109,109,15,PERMESSO DI SOGGIORNO,N.D.,61+,SINGOLA TRATTA,WIZZ AIR MALTA,W43857,,,,PERMESSO DI SOGGIORNO,61+
ALB,MXP,LHR,2024,02,4,2024-02-04 17:00:00,MALPENSA,LONDON HEATHROW,MILANO,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,2,1,1,0,N.D.,N.D.,18-30,SINGOLA TRATTA,BRITISH AIRWAYS,BA0580,FERMATO,,,N.D.,18-30
ALB,MXP,LGW,2024,02,26,2024-02-26 10:00:00,MALPENSA,LONDON GATWICK,MILANO,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,2,2,2,0,PASSAPORTO,,61+,SINGOLA TRATTA,WIZZ AIR MALTA,W45785,SEGNALATO,,,PASSAPORTO,61+
ALB,FCO,JED,2024,01,10,2024-01-10 22:15:00,FIUMICINO,KING ABDULAZIZ INTERNATIONAL,ROMA,JEDDAH,ITA,SAU,ITALIA,ARABIA SAUDITA,5,2,0,0,PASSAPORTO,M,31-45,SINGOLA TRATTA,WIZZ AIR MALTA,W48350,OK,,,PASSAPORTO,31-45
N.D.,MXP,LGW,2024,02,2,2024-02-02 15:00:00,MALPENSA,LONDON GATWICK,MILANO,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,2,2,1,0,PERMESSO DI SOGGIORNO,M,18-30,SINGOLA TRATTA,EASYJET EUROPE,EC8309,,,,PERMESSO DI SOGGIORNO,18-30
ALB,FCO,TIA,2024,01,13,2024-01-13 15:45:00,FIUMICINO,RINAS MOTHER TERESA,ROMA,TIRANA,ITA,ALB,ITALIA,ALBANIA,5,23,23,4,VISTO,F,0-17,SINGOLA TRATTA,ITA AIRWAYS,AZ0585,SEGNALATO,,,VISTO,0-17
ALB,MXP,LGW,2024,02,8,2024-02-08 15:00:00,MALPENSA,LONDON GATWICK,MILANO,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,2,1,1,0,CARTA D'IDENTITÀ,M,31-45,SINGOLA TRATTA,EASYJET EUROPE,EC8309,FERMATO,,,CARTA D'IDENTITÀ,31-45
ALB,MXP,MLE,2023,02,10,2024-02-10 12:10:00,MALPENSA,MALE INTERNATIONAL,MILANO,MALE,ITA,MDV,ITALIA,MALDIVE,2,1,1,0,PASSAPORTO,F,31-45,SINGOLA TRATTA,NEOS S.P.A.,NO0511,RESPINTO,,,PASSAPORTO,31-45
ALB,CTA,TIA,2024,01,21,2024-01-21 22:05:00,FONTANAROSSA,RINAS MOTHER TERESA,CATANIA,TIRANA,ITA,ALB,ITALIA,ALBANIA,7,16,16,1,PASSAPORTO,F,0-17,SINGOLA TRATTA,RYANAIR DAC,FR 8370,RESPINTO,,,PASSAPORTO,0-17
ALB,LIN,LCY,2024,02,19,2024-02-19 12:35:00,LINATE,LONDON CITY,MILANO,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,2,1,1,1,N.D.,N.D.,31-45,SINGOLA TRATTA,ITA AIRWAYS,,FERMATO,,,N.D.,31-45
ALB,BLQ,TIA,2023,01,14,2024-01-14 16:55:00,GUGLIELMO MARCONI,RINAS MOTHER TERESA,BOLOGNA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8,5,5,1,PASSAPORTO,F,46-60,SINGOLA TRATTA,ITA AIRWAYS,AZ0585,SEGNALATO,,,PASSAPORTO,46-60
ALB,VRN,STN,2024,02,16,2024-02-16 05:45:00,VERONA VILLAFRANCA,STANSTED,VERONA,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,4,7,7,0,N.D.,N.D.,18-30,SINGOLA TRATTA,,FR2338,,,,N.D.,18-30
ALB,PEG,STN,2024,01,19,2024-01-19 06:15:00,SANT EGIDIO,STANSTED,PERUGIA,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,5,1,1,0,VISTO,M,31-45,SINGOLA TRATTA,RYANAIR DAC,FR2497,,,,VISTO,31-45
ALB,SUF,TIA,2024,02,20,2024-02-20 15:45:00,LAMEZIA TERME,RINAS MOTHER TERESA,LAMEZIA TERME,TIRANA,ITA,ALB,ITALIA,ALBANIA,6,1,1,0,PERMESSO DI SOGGIORNO,F,31-45,SINGOLA TRATTA,N.D.,AZ0585,FERMATO,,,PERMESSO DI SOGGIORNO,31-45
ALB,BGY,TIA,2024,01,16,2024-01-16 10:15:00,ORIO AL SERIO,RINAS MOTHER TERESA,BERGAMO,TIRANA,ITA,ALB,ITALIA,ALBANIA,2,130,130,19,CARTA D'IDENTITÀ,F,31-45,SINGOLA TRATTA,RYANAIR DAC,FR8350,SEGNALATO,,,CARTA D'IDENTITÀ,31-45
ALB,BGY,STN,2024,02,7,2024-02-07 07:15:00,ORIO AL SERIO,STANSTED,BERGAMO,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,2,3,3,2,VISTO,F,18-30,SINGOLA TRATTA,RYANAIR DAC,FR2696,RESPINTO,,,VISTO,18-30
ALB,BGY,TIA,2024,02,4,2024-02-04 06:10:00,ORIO AL SERIO,RINAS MOTHER TERESA,BERGAMO,TIRANA,ITA,ALB,ITALIA,ALBANIA,2,107,107,13,N.D.,F,0-17,SINGOLA TRATTA,WIZZ AIR MALTA,W43845,,,,N.D.,0-17
ALB,MXP,TIA,2024,01,11,2024-01-11 18:35:00,MALPENSA,RINAS MOTHER TERESA,MILANO,TIRANA,ITA,ALB,ITALIA,ALBANIA,2,119,119,12,N.D.,M,18-30,SINGOLA TRATTA,WIZZ AIR MALTA,W46629,,,,N.D.,18-30
ALB,BGY,TIA,2024,01,14,2024-01-14 12:10:00,ORIO AL SERIO,RINAS MOTHER TERESA,BERGAMO,TIRANA,ITA,AL,ITALIA,ALBANIA,2,81,81,12,PASSAPORTO,F,46-60,SINGOLA TRATTA,WIZZ AIR MALTA,W43885,SEGNALATO,,,PASSAPORTO,46-60
ALB,BLQ,TIA,2023,01,15,2024-01-15 11:15:00,GUGLIELMO MARCONI,RINAS MOTHER TERESA,BOLOGNA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8,113,113,23,N.D.,M,31-45,SINGOLA TRATTA,WIZZ AIR MALTA,W43877,RESPINTO,,,N.D.,31-45
ALB,BLQ,TIA,2024,01,11,2024-01-11 07:10:00,GUGLIELMO MARCONI,RINAS MOTHER TERESA,BOLOGNA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8,125,125,15,PERMESSO DI SOGGIORNO,M,18-30,SINGOLA TRATTA,WIZZ AIR MALTA,W46681,SEGNALATO,,,PERMESSO DI SOGGIORNO,18-30
ALB,AOI,TIA,2024,01,23,2024-01-23 11:15:00,FALCONARA,RINAS MOTHER TERESA,ANCONA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8,49,49,8,CARTA D'IDENTITÀ,N.D.,31-45,SINGOLA TRATTA,WIZZ AIR MALTA,W43855,RESPINTO,,,CARTA D'IDENTITÀ,31-45
AFG,FCO,IKA,2024,02,6,2024-02-06 11:00:00,FIUMICINO,IMAM KHOMEINI INTERNATIONAL,ROMA,TEHRAN,ITA,IRN,ITALIA,IRAN,5,3,3,2,PASSAPORTO,F,18-30,SINGOLA TRATTA,TURKISH AIRLINES,TK7660,,,,PASSAPORTO,18-30
ALB,MXP,TIA,2024,01,25,2024-01-25 19:50:00,MALPENSA,RINAS MOTHER TERESA,MILANO,TIRANA,ITA,ALB,ITALIA,ALBANIA,2,75,75,7,N.D.,F,0-17,SINGOLA TRATTA,WIZZ AIR MALTA,W46609,,,,N.D.,0-17
,BRI,IST,2024,01,28,2024-01-28 19:25:00,PALESE,HAVALIMANI,BARI,ISTANBUL,ITA,TUR,ITALIA,TURCHIA,9,1,1,0,CARTA D'IDENTITÀ,M,46-60,SINGOLA TRATTA,TURKISH AIRLINES,TK1465,RESPINTO,,,CARTA D'IDENTITÀ,46-60
ALB,BGY,BKK,2024,02,12,,ORIO AL SERIO,SUVARNABHUMI INTERNATIONAL,BERGAMO,BANGKOK,ITA,THA,ITALIA,THAILANDIA,2,1,1,0,VISTO,M,61+,SINGOLA TRATTA,AIR ARABIA,G90712,,,,VISTO,61+
AFG,BGY,KBL,2024,02,7,,ORIO AL SERIO,KHWAJA RAWASH,BERGAMO,KABUL,ITA,AFG,ITALIA,AFGHANISTAN,2,1,1,1,VISTO,M,61+,SINGOLA TRATTA,FLY DUBAI,FZ1571,,,,VISTO,61+
ALB,TSF,TIA,2024,02,23,2024-02-23 19:05:00,TREVISO-SANT'ANGELO,RINAS MOTHER TERESA,TREVISO,TIRANA,ITA,ALB,ITALIA,ALBANIA,4,80,80,5,N.D.,F,N.D.,SINGOLA TRATTA,RYANAIR DAC,FR8400,SEGNALATO,,,N.D.,N.D.
ALB,NAP,STN,2024,02,20,2024-02-20 19:05:00,NAPOLI CAPODICHINO,STANSTED,NAPOLI,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,6,1,1,0,PERMESSO DI SOGGIORNO,M,31-45,SINGOLA TRATTA,RYANAIR DAC,FR1832,,,,PERMESSO DI SOGGIORNO,31-45
ALB,MXP,TIA,2023,02,9,2024-02-09 06:20:00,MALPENSA,RINAS MOTHER TERESA,MILANO,TIRANA,ITA,ALB,ITALIA,ALBANIA,2,133,133,7,PERMESSO DI SOGGIORNO,M,N.D.,SINGOLA TRATTA,WIZZ AIR MALTA,W46607,SEGNALATO,,,PERMESSO DI SOGGIORNO,N.D.
ALB,TSF,TIA,2024,02,2,2024-02-02 19:05:00,TREVISO-SANT'ANGELO,RINAS MOTHER TERESA,TREVISO,TIRANA,ITA,ALB,ITALIA,ALBANIA,4,104,104,5,CARTA D'IDENTITÀ,M,0-17,SINGOLA TRATTA,RYANAIR DAC,FR8400,RESPINTO,,,CARTA D'IDENTITÀ,0-17
ALB,MXP,LHR,2023,02,5,,MALPENSA,LONDON HEATHROW,MILANO,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,2,1,1,2,N.D.,M,61+,SINGOLA TRATTA,BRITISH AIRWAYS,BA0572,IN ATTESA,,,N.D.,61+
ALB,BGY,MAN,2024,02,17,2024-02-17 08:25:00,ORIO AL SERIO,MANCHESTER,BERGAMO,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,2,3,3,0,N.D.,F,0-17,SINGOLA TRATTA,RYANAIR DAC,FR3216,RESPINTO,,,N.D.,0-17
ALB,PSA,TIA,2024,02,16,2024-02-16 11:20:00,GALILEO GALILEI,RINAS MOTHER TERESA,PISA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8,172,172,10,VISTO,M,31-45,SINGOLA TRATTA,WIZZ AIR MALTA,W43853,SEGNALATO,,,VISTO,31-45
ALB,TRN,BHX,2024,01,7,2024-01-07 07:00:00,SANDRO PERTINI,BIRMINGHAM INTERNATIONAL,TORINO,BIRMINGHAM,ITA,GBR,ITALIA,REGNO UNITO,1,1,1,0,CARTA D'IDENTITÀ,M,61+,SINGOLA TRATTA,JET2.COM,LS1297,,,,CARTA D'IDENTITÀ,61+
ALB,MXP,LTN,2024,02,18,2024-02-18 18:30:00,MALPENSA,LONDON LUTON,MILANO,LONDRA,ITA,GB,ITALIA,REGNO UNITO,2,,1,1,PASSAPORTO,F,46-60,SINGOLA TRATTA,EASYJET,U22485,FERMATO,,,PASSAPORTO,46-60
